RecordType,Field1,Field2,Field3,Field4,Field5,PartNumber,Quantity,Field8,Date,Price,Field11,Field12,VendorName
8888RTV,0,5773456,43,5732,1,XRN-820S-4TB,2,686,20260128,572.87,11366473,8996,ADI
8888RTV,0,5773456,43,5726,1,XRN-820S-4TB,1,659,20260129,572.87,11366445,8996,ADI
8888RTV,0,5773408,2,25,1,RE030,1,573,20260129,4.5,11366730,243019,ALULA LLC
8888RTV,0,5773456,393,5845,3,ARN-810S-2TB,6,316,20260129,277.95,11370922,8996,ADI
8888RTV,0,5773456,426,5824,1,SBV-A14B,8,888,20260129,21.02,11370681,8996,ADI
8888RTV,0,5773456,81,5507,1,XRN-820S-2TB,4,688,20260123,498.43,11358188,8996,ADI
8888RTV,0,5773456,176,5426,2,XRN-420S-2TB,2,233,20260123,293.72,11355419,8996,ADI
8888RTV,0,5773456,416,5614,2,ANE-L7012L,4,469,20260126,88.43,11362304,8996,ADI
8888RTV,0,5773456,142,5224,1,HRX-835A-6TB,1,612,20260126,804.19,11348892,8996,ADI
8888RTV,0,5770345,75,4457,1,ADC-VACC-729-JB,12,813,20260126,12.5,11350159,220865,ALARM.COM INC
8888RTV,0,5770345,75,4455,1,ADC-VACC-729-JB,5,817,20260126,12.5,11349951,220865,ALARM.COM INC
8888RTV,0,5770462,23,2882,1,710548EWTA,25000,623,20260127,.139926785714286,11346754,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,311,5683,1,QNV-C9011R,2,691,20260128,212.55,11364388,8996,ADI
8888RTV,0,5773456,279,5691,2,ANV-L7012R,16,357,20260128,57.64,11364615,8996,ADI
8888RTV,0,5773456,162,5760,1,XRN-1620SB1-4TB,1,836,20260128,790.61,11366940,8996,ADI
8888RTV,0,5770345,10,4533,1,ADC-AC-X1100,1,266,20260129,330,11362280,220865,ALARM.COM INC
8888RTV,0,5770345,4,4528,1,ADC-AC-ET25,1,842,20260126,244.73,11360402,220865,ALARM.COM INC
8888RTV,0,5770462,23,2946,1,710548EWTA,20000,686,20260128,.139926785714286,11362639,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770462,21,2950,1,710536EWTA,17500,137,20260129,.225166451612903,11363208,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770345,2,4539,1,ADC-AC-ET10,1,573,20260129,143.15,11362717,220865,ALARM.COM INC
8888RTV,0,5770345,75,4494,1,ADC-VACC-729-JB,9,267,20260129,12.5,11355845,220865,ALARM.COM INC
8888RTV,0,5752082,242,4893,1,WG-50881108,6,835,20260129,188.12,11362703,8996,ADI
8888RTV,0,5770410,14,961,1,GA02411-US,216,503,20260123,176.4,11322474,269855,GOOGLE LLC
8888RTV,0,5773456,91,5547,1,ANO-L7012R,9,327,20260123,57.64,11360224,8996,ADI
8888RTV,0,5770345,15,4292,1,ADC-V724X,1,137,20260123,104.26,11327812,220865,ALARM.COM INC
8888RTV,0,5770345,53,4435,3,ADC-VACC-MNT130,28,501,20260123,17.14,11346986,220865,ALARM.COM INC
8888RTV,0,5773456,91,5055,1,ANO-L7012R,4,884,20260123,57.64,11342582,8996,ADI
8888RTV,0,5773456,416,5461,4,ANE-L7012L,4,827,20260126,88.43,11356000,8996,ADI
8888RTV,0,5773456,121,5668,2,SBV-140BW,6,677,20260126,21.02,11364306,8996,ADI
8888RTV,0,5773456,138,5253,3,PC130T,5,677,20260127,9.46,11349498,8996,ADI
8888RTV,0,5773456,279,5679,3,ANV-L7012R,20,697,20260127,57.64,11364396,8996,ADI
8888RTV,0,5770426,33,1603,1,B-ACS300-E-B,1,823,20260128,495,11368934,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,426,5714,1,SBV-A14B,20,675,20260128,21.02,11365156,8996,ADI
8888RTV,0,5773456,81,5097,1,XRN-820S-2TB,2,692,20260128,498.43,11344164,8996,ADI
8888RTV,0,5773456,176,5856,1,XRN-420S-2TB,1,682,20260129,293.72,11371118,8996,ADI
8888RTV,0,5773456,176,5626,1,XRN-420S-2TB,2,777,20260129,293.72,11362367,8996,ADI
8888RTV,0,5773456,348,5387,1,FP280,5,814,20260123,11.58,11353729,8996,ADI
8888RTV,0,5773456,91,5513,1,ANO-L7012R,6,348,20260123,57.64,11358195,8996,ADI
8888RTV,0,5773456,229,5616,2,QNV-C8011R,3,342,20260123,179.8,11362302,8996,ADI
8888RTV,0,5773456,197,5331,5,SBP-140WMW,3,850,20260123,29.25,11351943,8996,ADI
8888RTV,0,5773456,130,5604,3,ANE-L7012R,6,267,20260126,88.43,11362206,8996,ADI
8888RTV,0,5773456,43,5341,1,XRN-820S-4TB,1,832,20260126,572.87,11353085,8996,ADI
8888RTV,0,5773456,224,5664,1,QNE-C9013RL,5,343,20260127,245.63,11364231,8996,ADI
8888RTV,0,5773456,426,5383,3,SBV-A14B,9,675,20260127,21.02,11353696,8996,ADI
8888RTV,0,5773456,81,5724,1,XRN-820S-2TB,1,686,20260127,498.43,11366414,8996,ADI
8888RTV,0,5770426,33,1574,1,B-ACS300-E-B,1,827,20260126,495,11362673,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,162,5347,1,XRN-1620SB1-4TB,1,675,20260128,790.61,11353142,8996,ADI
8888RTV,0,5773456,233,5480,1,WD42PURZ,2,674,20260128,111.61,11356331,8996,ADI
8888RTV,0,5773456,91,5595,2,ANO-L7012R,4,621,20260123,57.64,11361071,8996,ADI
8888RTV,0,5770345,2,4518,1,ADC-AC-ET10,2,817,20260126,143.15,11358974,220865,ALARM.COM INC
8888RTV,0,5770345,15,4420,1,ADC-V724X,2,678,20260126,104.26,11344426,220865,ALARM.COM INC
8888RTV,0,5770457,4,1354,1,1326LMSMV,400,459,20260126,1.99,11350915,7092,HID GLOBAL
8888RTV,0,5770345,15,4323,1,ADC-V724X,2,782,20260126,104.26,11330616,220865,ALARM.COM INC
8888RTV,0,5773456,418,5027,1,SBP-137WMW1,2,529,20260126,27.89,11341938,8996,ADI
8888RTV,0,5773456,190,5725,3,ANO-L7082R,4,888,20260127,85.15,11366438,8996,ADI
8888RTV,0,5773456,279,5617,2,ANV-L7012R,7,379,20260127,57.64,11362303,8996,ADI
8888RTV,0,5773456,279,5770,1,ANV-L7012R,7,659,20260129,57.64,11367267,8996,ADI
8888RTV,0,5773456,369,5776,1,GS108LP-100NAS,1,837,20260129,106.99,11368814,8996,ADI
8888RTV,0,5773456,224,5793,1,QNE-C9013RL,2,348,20260129,245.63,11368875,8996,ADI
8888RTV,0,5770345,59,4352,1,ADC-VDB770,58,503,20260123,120.69,11335520,220865,ALARM.COM INC
8888RTV,0,5773456,138,5059,1,PC130T,4,836,20260123,9.46,11342646,8996,ADI
8888RTV,0,5773456,362,5358,1,WM110,2,823,20260123,6.31,11353188,8996,ADI
8888RTV,0,5773456,270,5647,1,XNO-9082R,1,674,20260126,752.52,11362800,8996,ADI
8888RTV,0,5770345,19,4551,1,ADC-VDB750-TH,1,821,20260127,99,11364971,220865,ALARM.COM INC
8888RTV,0,5770457,22,1350,1,3350PMSMV,100,830,20260128,2.1,11349164,7092,HID GLOBAL
8888RTV,0,5773456,91,5698,2,ANO-L7012R,16,722,20260128,57.64,11364697,8996,ADI
8888RTV,0,5773456,279,5732,2,ANV-L7012R,11,686,20260128,57.64,11366473,8996,ADI
8888RTV,0,5773456,233,5546,1,WD42PURZ,2,623,20260129,111.61,11360210,8996,ADI
8888RTV,0,5773456,224,5788,3,QNE-C9013RL,5,821,20260129,245.63,11368874,8996,ADI
8888RTV,0,5770462,2,2835,1,493494,1500,621,20260123,.1300625,11332493,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,103,5533,3,SBP-125WMW1,8,267,20260123,29.25,11358935,8996,ADI
8888RTV,0,5615672,51,1142,1,PG9911B BATT,12,503,20260123,115.41,11347002,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,177,5527,1,ECR2450BP,30,623,20260126,2.06,11358544,8996,ADI
8888RTV,0,5773456,416,5660,2,ANE-L7012L,2,469,20260126,88.43,11363288,8996,ADI
8888RTV,0,5773456,91,5341,2,ANO-L7012R,2,832,20260126,57.64,11353085,8996,ADI
8888RTV,0,5615672,55,1141,5,PG9933,40,501,20260126,70.46,11346988,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,426,5725,2,SBV-A14B,8,888,20260127,21.02,11366438,8996,ADI
8888RTV,0,5770348,9,103,2,98935-002,7,503,20260123,83,11322575,198147,KWIKSET CORPORATION
8888RTV,0,5770342,69,1413,2,JPS-4AED,1,669,20260128,1361.7,11366349,8620,AIPHONE CORPORATION
8888RTV,0,5770345,75,4506,1,ADC-VACC-729-JB,4,782,20260123,12.5,11358096,220865,ALARM.COM INC
8888RTV,0,5773456,103,5452,4,SBP-125WMW1,6,262,20260128,29.25,11355700,8996,ADI
8888RTV,0,5770457,17,1383,1,20NKS-00-000000,4,459,20260128,185.09,11362742,7092,HID GLOBAL
8888RTV,0,5770462,1,2974,1,487343,10000,815,20260129,.0826285714285714,11373384,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,105,5711,1,TPE-TG80G,1,631,20260129,84.91,11365016,8996,ADI
8888RTV,0,5770415,45,694,1,QS5519-840,1,675,20260129,34.95,11364718,256872,"QOLSYS, INC"
8888RTV,0,5773456,43,5828,1,XRN-820S-4TB,1,682,20260129,572.87,11370727,8996,ADI
8888RTV,0,5770345,19,4505,1,ADC-VDB750-TH,1,257,20260123,99,11358089,220865,ALARM.COM INC
8888RTV,0,5773456,91,5557,1,ANO-L7012R,2,238,20260126,57.64,11360215,8996,ADI
8888RTV,0,5773456,196,5406,1,CB110,1,815,20260126,8.68,11354187,8996,ADI
8888RTV,0,5773456,138,5286,2,PC130T,1,677,20260127,9.46,11351067,8996,ADI
8888RTV,0,5773456,249,5742,1,TREX-XL2,3,748,20260128,102.21,11366471,8996,ADI
8888RTV,0,5773456,404,5781,1,ANV-L7082R,2,836,20260128,85.15,11368863,8996,ADI
8888RTV,0,5773456,176,5665,1,XRN-420S-2TB,1,682,20260128,293.72,11364232,8996,ADI
8888RTV,0,5773456,91,5685,1,ANO-L7012R,3,777,20260129,57.64,11364390,8996,ADI
8888RTV,0,5773456,43,5833,1,XRN-820S-4TB,1,829,20260129,572.87,11370830,8996,ADI
8888RTV,0,5773456,394,5577,2,ANO-L7022R,2,239,20260123,57.64,11360684,8996,ADI
8888RTV,0,5773456,99,4522,1,WD121PURP,3,946,20260123,342.55,11322394,8996,ADI
8888RTV,0,5773456,43,5533,1,XRN-820S-4TB,1,267,20260123,572.87,11358935,8996,ADI
8888RTV,0,5773456,91,5720,1,ANO-L7012R,1,838,20260126,57.64,11366366,8996,ADI
8888RTV,0,5773456,176,5599,1,XRN-420S-2TB,1,529,20260127,293.72,11361123,8996,ADI
8888RTV,0,5773456,91,5619,3,ANO-L7012R,8,677,20260127,57.64,11362296,8996,ADI
8888RTV,0,5773456,369,5650,1,GS108LP-100NAS,1,837,20260127,106.99,11362822,8996,ADI
8888RTV,0,5773456,130,5730,3,ANE-L7012R,2,692,20260127,88.43,11366479,8996,ADI
8888RTV,0,5752082,33,4894,1,WG-21141101,15,940,20260128,101.2,11363027,8996,ADI
8888RTV,0,5770426,12,1599,1,B-ACS6100R-E,1,834,20260128,1016.18,11367095,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,10,4562,2,ADC-AC-X1100,1,812,20260128,330,11366747,220865,ALARM.COM INC
8888RTV,0,5770462,1,2921,1,487343,1500,262,20260128,.0826285714285714,11355727,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,91,5665,2,ANO-L7012R,2,682,20260128,57.64,11364232,8996,ADI
8888RTV,0,5773456,426,5727,1,SBV-A14B,8,682,20260128,21.02,11366446,8996,ADI
8888RTV,0,5773456,91,5732,3,ANO-L7012R,11,686,20260128,57.64,11366473,8996,ADI
8888RTV,0,5773456,109,5753,1,5828V,1,573,20260129,65.92,11366680,8996,ADI
8888RTV,0,5770410,6,963,1,GA01318-US,720,503,20260123,102.9,11322473,269855,GOOGLE LLC
8888RTV,0,5770345,6,4317,1,ADC-AC-LP1502-PSE,2,820,20260123,901,11330490,220865,ALARM.COM INC
8888RTV,0,5773456,162,5260,1,XRN-1620SB1-4TB,1,480,20260123,790.61,11349669,8996,ADI
8888RTV,0,5770345,15,4493,1,ADC-V724X,1,688,20260123,104.26,11355757,220865,ALARM.COM INC
8888RTV,0,5773456,91,5284,2,ANO-L7012R,16,800,20260123,57.64,11351075,8996,ADI
8888RTV,0,5773456,176,5660,1,XRN-420S-2TB,1,469,20260126,293.72,11363288,8996,ADI
8888RTV,0,5773456,279,5619,1,ANV-L7012R,10,677,20260126,57.64,11362296,8996,ADI
8888RTV,0,5770457,22,1365,1,3350PMSMV,100,673,20260128,2.1,11353791,7092,HID GLOBAL
8888RTV,0,5773456,279,5758,2,ANV-L7012R,2,836,20260128,57.64,11366848,8996,ADI
8888RTV,0,5773456,279,5830,2,ANV-L7012R,9,682,20260129,57.64,11370734,8996,ADI
8888RTV,0,5773456,91,5427,1,ANO-L7012R,5,459,20260123,57.64,11355409,8996,ADI
8888RTV,0,5770345,15,4492,1,ADC-V724X,1,713,20260126,104.26,11355683,220865,ALARM.COM INC
8888RTV,0,5770345,15,4501,1,ADC-V724X,1,573,20260127,104.26,11356837,220865,ALARM.COM INC
8888RTV,0,5773456,7,5692,2,ARN-410S-2TB,2,293,20260127,248.91,11364616,8996,ADI
8888RTV,0,5770462,1,2920,1,487343,10000,469,20260127,.0826285714285714,11355686,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,392,5466,2,CB130T,3,342,20260128,8.68,11356059,8996,ADI
8888RTV,0,5773456,7,5735,2,ARN-410S-2TB,2,293,20260128,248.91,11366484,8996,ADI
8888RTV,0,5773456,426,5830,3,SBV-A14B,3,682,20260129,21.02,11370734,8996,ADI
8888RTV,0,5770345,73,4559,3,ADC-AC-X1100-2PSE,2,379,20260129,623.92,11366624,220865,ALARM.COM INC
8888RTV,0,5770415,57,690,1,IQP4BASE-GRY,1,688,20260126,68.09,11360602,256872,"QOLSYS, INC"
8888RTV,0,5770415,57,683,1,IQP4BASE-GRY,1,238,20260128,68.09,11353208,256872,"QOLSYS, INC"
8888RTV,0,5773456,81,5426,1,XRN-820S-2TB,2,233,20260123,498.43,11355419,8996,ADI
8888RTV,0,5773456,279,5419,1,ANV-L7012R,10,233,20260123,57.64,11355347,8996,ADI
8888RTV,0,5770345,10,4499,1,ADC-AC-X1100,1,831,20260127,330,11355963,220865,ALARM.COM INC
8888RTV,0,5770426,33,1571,1,B-ACS300-E-B,1,817,20260123,495,11360818,191253,BRIVO SYSTEMS LLC
8888RTV,0,5273154,37,15413,1,88150,120,501,20260123,.73,11360881,203219,UNIVERSAL POWER GROUP INC
8888RTV,0,5773456,7,5741,2,ARN-410S-2TB,12,685,20260129,248.91,11366475,8996,ADI
8888RTV,0,5770462,3,2966,2,493744,7500,573,20260129,.0871219512195122,11369464,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,43,5338,1,XRN-820S-4TB,1,827,20260123,572.87,11352176,8996,ADI
8888RTV,0,5770345,15,4470,1,ADC-V724X,1,327,20260123,104.26,11351910,220865,ALARM.COM INC
8888RTV,0,5773456,176,5481,1,XRN-420S-2TB,1,342,20260123,293.72,11356382,8996,ADI
8888RTV,0,5773456,196,4184,1,CB110,4,813,20260123,8.68,11310927,8996,ADI
8888RTV,0,5773456,416,5250,3,ANE-L7012L,5,616,20260126,88.43,11349379,8996,ADI
8888RTV,0,5773456,7,5576,2,ARN-410S-2TB,1,867,20260126,248.91,11360679,8996,ADI
8888RTV,0,5770462,21,2952,1,710536EWTA,2000,677,20260126,.225166451612903,11364306,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,117,4923,1,CBM,2,815,20260126,11.83,11337495,8996,ADI
8888RTV,0,5773456,404,5621,1,ANV-L7082R,2,630,20260126,85.15,11362299,8996,ADI
8888RTV,0,5773456,100,5601,1,EA200-12,1,782,20260127,95.8,11362139,8996,ADI
8888RTV,0,5773456,371,5601,2,TEMP-L-S,1,782,20260127,34.04,11362139,8996,ADI
8888RTV,0,5770462,23,2938,1,710548EWTA,2000,692,20260127,.139926785714286,11360442,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,196,4187,1,CB110,5,675,20260128,8.68,11310925,8996,ADI
8888RTV,0,5770462,21,2931,1,710536EWTA,5000,529,20260128,.225166451612903,11358931,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770462,1,2956,2,487343,4000,659,20260128,.0826285714285714,11366444,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,404,5744,5,ANV-L7082R,2,829,20260128,85.15,11366470,8996,ADI
8888RTV,0,5770426,33,1614,1,B-ACS300-E-B,2,821,20260129,495,11372580,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,311,5510,5,QNV-C9011R,2,834,20260123,212.55,11358189,8996,ADI
8888RTV,0,5773456,176,5607,1,XRN-420S-2TB,2,266,20260126,293.72,11362278,8996,ADI
8888RTV,0,5770426,7,1597,2,B-ACS6100-DB,3,677,20260126,222.38,11366785,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770426,12,1597,1,B-ACS6100R-E,1,677,20260126,1016.18,11366785,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,162,5567,1,XRN-1620SB1-4TB,1,820,20260126,790.61,11360360,8996,ADI
8888RTV,0,5773456,91,5628,2,ANO-L7012R,6,884,20260126,57.64,11362406,8996,ADI
8888RTV,0,5770462,2,2943,1,493494,1000,669,20260126,.1300625,11362335,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,7,5666,1,ARN-410S-2TB,1,293,20260127,248.91,11364235,8996,ADI
8888RTV,0,5773456,279,5606,1,ANV-L7012R,9,238,20260128,57.64,11362245,8996,ADI
8888RTV,0,5773456,81,5758,1,XRN-820S-2TB,1,836,20260128,498.43,11366848,8996,ADI
8888RTV,0,5770345,10,4526,2,ADC-AC-X1100,2,185,20260128,330,11360256,220865,ALARM.COM INC
8888RTV,0,5773456,279,5702,1,ANV-L7012R,2,659,20260129,57.64,11364863,8996,ADI
8888RTV,0,5773456,279,5869,1,ANV-L7012R,7,729,20260129,57.64,11371474,8996,ADI
8888RTV,0,5773456,196,5679,1,CB110,7,697,20260129,8.68,11364396,8996,ADI
8888RTV,0,5773456,279,5710,3,ANV-L7012R,8,588,20260129,57.64,11365010,8996,ADI
8888RTV,0,5770345,15,4542,1,ADC-V724X,3,834,20260129,104.26,11363143,220865,ALARM.COM INC
8888RTV,0,5773408,2,22,1,RE030,2,137,20260123,4.5,11359077,243019,ALULA LLC
8888RTV,0,5773456,81,5525,1,XRN-820S-2TB,4,185,20260123,498.43,11358459,8996,ADI
8888RTV,0,5773456,190,5625,2,ANO-L7082R,5,294,20260126,85.15,11362366,8996,ADI
8888RTV,0,5773456,176,5644,1,XRN-420S-2TB,1,688,20260126,293.72,11362701,8996,ADI
8888RTV,0,5273154,33,15396,1,UB2,1046,501,20260126,1.04,11318044,203219,UNIVERSAL POWER GROUP INC
8888RTV,0,5773456,426,5552,1,SBV-A14B,6,297,20260126,21.02,11360213,8996,ADI
8888RTV,0,5770462,2,2940,1,493494,7000,677,20260127,.1300625,11360900,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,224,5383,4,QNE-C9013RL,9,675,20260127,245.63,11353696,8996,ADI
8888RTV,0,5773456,295,5590,1,4532CL,60,503,20260127,26.05,11360883,8996,ADI
8888RTV,0,5773456,343,5210,1,LN522,24,469,20260127,11.02,11347792,8996,ADI
8888RTV,0,5773456,7,5754,2,ARN-410S-2TB,1,888,20260127,248.91,11366728,8996,ADI
8888RTV,0,5773456,279,5730,2,ANV-L7012R,3,692,20260128,57.64,11366479,8996,ADI
8888RTV,0,5282114,295,37274,13,6160VPADT,10,501,20260126,120.66,11178502,256963,ADEMCO INC
8888RTV,0,5770348,10,106,3,98935-003,6,503,20260127,83,11329265,198147,KWIKSET CORPORATION
8888RTV,0,5770342,12,1407,1,JVS-1V,1,327,20260127,422.45,11362805,8620,AIPHONE CORPORATION
8888RTV,0,5615672,4,1141,8,PG9HRDW8,12,501,20260126,105.3,11346988,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5770410,26,953,1,GA09973-US,640,501,20260126,72.52,11313075,269855,GOOGLE LLC
8888RTV,0,5770410,26,956,1,GA09973-US,640,503,20260123,72.52,11313080,269855,GOOGLE LLC
8888RTV,0,5773456,416,5673,2,ANE-L7012L,10,185,20260128,88.43,11364359,8996,ADI
8888RTV,0,5773456,177,5586,1,ECR2450BP,50,782,20260123,2.06,11360840,8996,ADI
8888RTV,0,5773456,279,5508,2,ANV-L7012R,20,837,20260123,57.64,11358184,8996,ADI
8888RTV,0,5282114,295,37272,13,6160VPADT,15,501,20260126,120.66,11178418,256963,ADEMCO INC
8888RTV,0,5615672,97,1141,2,WT4911BATT,80,501,20260126,10.33,11346988,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,172,5767,1,5816OD,1,257,20260128,51.16,11367116,8996,ADI
8888RTV,0,5773456,418,5684,1,SBP-137WMW1,20,831,20260128,27.89,11364387,8996,ADI
8888RTV,0,5770345,10,4544,2,ADC-AC-X1100,1,646,20260129,330,11364344,220865,ALARM.COM INC
8888RTV,0,5773456,426,5710,4,SBV-A14B,4,588,20260129,21.02,11365010,8996,ADI
8888RTV,0,5770462,1,2894,2,487343,2000,729,20260123,.0826285714285714,11348876,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,231,5534,1,EEB2,3,327,20260123,84.28,11358992,8996,ADI
8888RTV,0,5770462,28,2930,3,71536100BL,1,053,20260126,53.3347083333333,11358880,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,109,5597,1,5828V,1,824,20260126,65.92,11361100,8996,ADI
8888RTV,0,5752082,13,4890,1,WG-21035801,4,781,20260126,34.74,11362167,8996,ADI
8888RTV,0,5770426,7,1599,2,B-ACS6100-DB,1,834,20260128,222.38,11367095,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770462,13,2954,1,454652AWHA,1000,616,20260129,.194196875,11364816,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,59,5794,2,QND-7012R,2,480,20260129,129.53,11368906,8996,ADI
8888RTV,0,5773456,394,5744,4,ANO-L7022R,2,829,20260129,57.64,11366470,8996,ADI
8888RTV,0,5752082,35,4457,1,WG-21145501,10,826,20260123,54.48,11087474,8996,ADI
8888RTV,0,5770462,28,2922,1,71536100BL,1,262,20260123,53.3347083333333,11355820,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,392,5396,2,CB130T,2,469,20260126,8.68,11353893,8996,ADI
8888RTV,0,5615672,90,1148,1,WS4945,280,503,20260127,14.92,11362189,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,415,5594,1,XRN-1620SB1-8TB,1,817,20260127,947.82,11360992,8996,ADI
8888RTV,0,5773456,176,5655,2,XRN-420S-2TB,6,357,20260127,293.72,11363090,8996,ADI
8888RTV,0,5770426,33,1595,3,B-ACS300-E-B,1,726,20260128,495,11366377,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,117,5466,1,CBM,3,342,20260128,11.83,11356059,8996,ADI
8888RTV,0,5773456,7,5751,5,ARN-410S-2TB,4,379,20260128,248.91,11366624,8996,ADI
8888RTV,0,5773456,196,5509,1,CB110,2,814,20260129,8.68,11358186,8996,ADI
8888RTV,0,5770462,23,2936,1,710548EWTA,2000,676,20260129,.139926785714286,11360302,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770342,69,1409,1,JPS-4AED,1,829,20260129,1361.7,11364341,8620,AIPHONE CORPORATION
8888RTV,0,5773456,423,5748,2,WD22PURZ,1,725,20260129,78.46,11366540,8996,ADI
8888RTV,0,5770462,2,2962,1,493494,8000,669,20260129,.1300625,11368804,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770462,13,2908,1,454652AWHA,1000,827,20260123,.194196875,11352167,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770348,10,103,3,98935-003,11,503,20260123,83,11322575,198147,KWIKSET CORPORATION
8888RTV,0,5773456,423,5401,1,WD22PURZ,1,480,20260123,78.46,11353989,8996,ADI
8888RTV,0,5752082,226,4891,1,WG-50781101,8,621,20260123,109.74,11362445,8996,ADI
8888RTV,0,5773456,138,4988,3,PC130T,5,377,20260123,9.46,11340277,8996,ADI
8888RTV,0,5770345,73,4528,3,ADC-AC-X1100-2PSE,1,842,20260126,623.92,11360402,220865,ALARM.COM INC
8888RTV,0,5615672,90,1141,1,WS4945,80,501,20260126,14.92,11346988,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,305,5608,1,997,2,816,20260127,25.95,11362295,8996,ADI
8888RTV,0,5773408,2,24,1,RE030,1,573,20260128,4.5,11364571,243019,ALULA LLC
8888RTV,0,5773456,7,5776,2,ARN-410S-2TB,1,837,20260129,248.91,11368814,8996,ADI
8888RTV,0,5773456,426,5714,1,SBV-A14B,20,675,20260129,21.02,11365156,8996,ADI
8888RTV,0,5770410,23,955,1,GA05551-US,300,503,20260123,186.22,11313077,269855,GOOGLE LLC
8888RTV,0,5272817,174,23844,1,AHVR0422T,1,232,20260123,192.68,11358469,101933,MATRIX NETWORK INC
8888RTV,0,5773456,305,5468,1,997,1,828,20260123,25.95,11356110,8996,ADI
8888RTV,0,5770457,21,1372,1,3250PNNMN,100,262,20260123,4.08,11355823,7092,HID GLOBAL
8888RTV,0,5773456,279,5511,2,ANV-L7012R,1,377,20260123,57.64,11358187,8996,ADI
8888RTV,0,5773456,279,5479,2,ANV-L7012R,10,529,20260126,57.64,11356272,8996,ADI
8888RTV,0,5770426,7,1581,2,B-ACS6100-DB,1,232,20260126,222.38,11363086,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,117,5342,1,CBM,2,677,20260127,11.83,11353097,8996,ADI
8888RTV,0,5773456,279,5655,3,ANV-L7012R,16,357,20260127,57.64,11363090,8996,ADI
8888RTV,0,5773456,47,5679,2,AB110,1,697,20260127,4.73,11364396,8996,ADI
8888RTV,0,5770462,1,2948,2,487343,1500,194,20260123,.0826285714285714,11362835,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,91,5803,2,ANO-L7012R,3,232,20260128,57.64,11369322,8996,ADI
8888RTV,0,5770345,10,4519,2,ADC-AC-X1100,1,327,20260128,330,11358992,220865,ALARM.COM INC
8888RTV,0,5770462,23,2934,1,710548EWTA,4000,777,20260128,.139926785714286,11360063,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,279,5745,1,ANV-L7012R,4,695,20260129,57.64,11366476,8996,ADI
8888RTV,0,5770426,5,1598,1,B-ACS6000-MBE,1,459,20260129,957.78,11367053,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,279,5785,1,ANV-L7012R,2,669,20260129,57.64,11368871,8996,ADI
8888RTV,0,5752082,37,4877,1,WG-21145801,15,459,20260123,48.95,11355954,8996,ADI
8888RTV,0,5770345,15,4446,1,ADC-V724X,1,818,20260123,104.26,11348894,220865,ALARM.COM INC
8888RTV,0,5773456,279,5426,3,ANV-L7012R,4,233,20260123,57.64,11355419,8996,ADI
8888RTV,0,5773456,311,5481,2,QNV-C9011R,4,342,20260123,212.55,11356382,8996,ADI
8888RTV,0,5773456,4,5501,3,ANO-L6012R,5,828,20260123,85.5,11358115,8996,ADI
8888RTV,0,5773456,17,5575,1,QNE-C8013RL,8,867,20260126,216.16,11360661,8996,ADI
8888RTV,0,5770457,37,1382,1,20NKS-02-000000,1,827,20260127,162.65,11362705,7092,HID GLOBAL
