RecordType,Field1,Field2,Field3,Field4,Field5,PartNumber,Quantity,Field8,Date,Price,Field11,Field12,VendorName
8888RTV,0,5770462,21,2881,1,710536EWTA,500,678,20260114,.225166451612903,11346746,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5282114,97,37452,20,SIXPIRA,5520,503,20260115,24.36,11322557,256963,ADEMCO INC
8888RTV,0,5773456,279,5174,1,ANV-L7012R,2,256,20260115,57.64,11346866,8996,ADI
8888RTV,0,5773456,233,5056,1,WD42PURZ,1,836,20260112,111.61,11342574,8996,ADI
8888RTV,0,5770345,4,4394,1,ADC-AC-ET25,2,683,20260112,244.73,11341806,220865,ALARM.COM INC
8888RTV,0,5773456,416,4947,2,ANE-L7012L,8,053,20260112,88.43,11338301,8996,ADI
8888RTV,0,5773456,91,5081,2,ANO-L7012R,3,723,20260113,57.64,11344110,8996,ADI
8888RTV,0,5773456,197,4977,1,SBP-140WMW,3,696,20260113,29.25,11339862,8996,ADI
8888RTV,0,5773456,393,5073,2,ARN-810S-2TB,1,237,20260114,277.95,11344076,8996,ADI
8888RTV,0,5770457,17,1340,1,20NKS-00-000000,3,293,20260114,185.09,11344202,7092,HID GLOBAL
8888RTV,0,5773456,361,4953,1,SSX-52SB,1,946,20260114,92.39,11338700,8996,ADI
8888RTV,0,5770410,25,937,1,GA10919-US,2016,503,20260114,83.3,11290503,269855,GOOGLE LLC
8888RTV,0,5773456,121,5064,4,SBV-140BW,6,827,20260115,21.02,11342881,8996,ADI
8888RTV,0,5773456,177,5028,3,ECR2450BP,66,623,20260115,2.06,11341934,8996,ADI
8888RTV,0,5773456,426,5145,1,SBV-A14B,1,821,20260115,21.02,11345691,8996,ADI
8888RTV,0,5773456,91,5202,1,ANO-L7012R,6,867,20260115,57.64,11347474,8996,ADI
8888RTV,0,5773456,196,4916,1,CB110,10,820,20260115,8.68,11337489,8996,ADI
8888RTV,0,5770345,10,4407,2,ADC-AC-X1100,2,180,20260115,330,11342527,220865,ALARM.COM INC
8888RTV,0,5773456,139,4894,1,HDMICP10,1,621,20260109,15.37,11336257,8996,ADI
8888RTV,0,5282114,92,37443,16,SIXC2WA,144,503,20260109,43.26,11322537,256963,ADEMCO INC
8888RTV,0,5770342,11,1377,3,JV-1FD,1,815,20260113,291.55,11340263,8620,AIPHONE CORPORATION
8888RTV,0,5282114,476,37452,35,ADT7AIO-5,4480,503,20260115,186.95,11322557,256963,ADEMCO INC
8888RTV,0,5282114,476,37448,29,ADT7AIO-5,2240,501,20260115,186.95,11322630,256963,ADEMCO INC
8888RTV,0,5282114,102,37452,24,SIXTEMPA,4,503,20260115,23.79,11322557,256963,ADEMCO INC
8888RTV,0,5770414,1,554,1,2GIG-AC1,1,818,20260112,9.75,11338314,32657,NICE NORTH AMERICA
8888RTV,0,5752082,226,4864,1,WG-50781101,12,888,20260115,109.74,11348888,8996,ADI
8888RTV,0,5773456,393,4992,1,ARN-810S-2TB,1,888,20260109,277.95,11340356,8996,ADI
8888RTV,0,5770345,3,4299,1,ADC-AC-ET20,1,812,20260109,173.63,11328993,220865,ALARM.COM INC
8888RTV,0,5773456,81,4895,1,XRN-820S-2TB,1,272,20260112,498.43,11336392,8996,ADI
8888RTV,0,5770426,5,1509,1,B-ACS6000-MBE,4,824,20260112,957.78,11340331,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,19,4344,1,ADC-VDB750-TH,1,834,20260112,99,11333935,220865,ALARM.COM INC
8888RTV,0,5773456,224,5002,1,QNE-C9013RL,2,831,20260112,245.63,11340507,8996,ADI
8888RTV,0,5770345,51,3981,1,ADC-VACC-LDK,3,501,20260113,16.5,11286357,220865,ALARM.COM INC
8888RTV,0,5773456,196,4244,1,CB110,17,342,20260114,8.68,11313153,8996,ADI
8888RTV,0,5773456,153,5113,1,TC-TR6,1,272,20260115,43.29,11344419,8996,ADI
8888RTV,0,5615672,51,1137,1,PG9911B BATT,64,503,20260115,115.41,11336010,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,81,5146,1,XRN-820S-2TB,1,834,20260115,498.43,11346742,8996,ADI
8888RTV,0,5770462,1,2885,1,487343,5000,838,20260115,.0826285714285714,11346843,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5282114,99,37448,18,SIXSIREN-ODA,391,501,20260115,67.98,11322630,256963,ADEMCO INC
8888RTV,0,5282114,334,37448,3,958,48,501,20260115,14.68,11322630,256963,ADEMCO INC
8888RTV,0,5773456,279,5150,2,ANV-L7012R,10,688,20260115,57.64,11346757,8996,ADI
8888RTV,0,5773456,359,4887,1,PFB203W,7,272,20260109,17.42,11335901,8996,ADI
8888RTV,0,5773456,177,4921,4,ECR2450BP,4,813,20260109,2.06,11337494,8996,ADI
8888RTV,0,5773456,91,4838,2,ANO-L7012R,4,821,20260109,57.64,11334524,8996,ADI
8888RTV,0,5773456,16,5004,1,AL400ULX,1,327,20260109,167.45,11340553,8996,ADI
8888RTV,0,5773456,416,4859,5,ANE-L7012L,8,688,20260112,88.43,11335313,8996,ADI
8888RTV,0,5752082,37,4853,1,WG-21145801,15,867,20260112,48.95,11339645,8996,ADI
8888RTV,0,5770345,10,4311,2,ADC-AC-X1100,1,835,20260112,330,11329427,220865,ALARM.COM INC
8888RTV,0,5773456,177,5096,1,ECR2450BP,4,237,20260113,2.06,11344165,8996,ADI
8888RTV,0,5770345,15,4384,1,ADC-V724X,1,830,20260113,104.26,11340214,220865,ALARM.COM INC
8888RTV,0,5773456,7,5069,2,ARN-410S-2TB,1,888,20260114,248.91,11343946,8996,ADI
8888RTV,0,5773456,392,4674,1,CB130T,3,816,20260114,8.68,11327978,8996,ADI
8888RTV,0,5773456,418,4379,2,SBP-137WMW1,1,828,20260114,27.89,11317395,8996,ADI
8888RTV,0,5773456,421,5163,1,0E-CAT5RJ45J,10,838,20260114,32.51,11346843,8996,ADI
8888RTV,0,5770462,2,2826,1,493494,500,272,20260114,.1300625,11328856,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,196,4255,1,CB110,20,827,20260114,8.68,11313156,8996,ADI
8888RTV,0,5770345,10,4403,2,ADC-AC-X1100,1,693,20260114,330,11342298,220865,ALARM.COM INC
8888RTV,0,5770345,74,4232,3,ADC-AC-X100,1,678,20260115,269,11319903,220865,ALARM.COM INC
8888RTV,0,5282114,163,37452,4,FG1625ADT,11,503,20260115,24.02,11322557,256963,ADEMCO INC
8888RTV,0,5282114,257,37452,15,5819S,48,503,20260115,15.86,11322557,256963,ADEMCO INC
8888RTV,0,5282114,173,37448,10,1361-GT,9,501,20260115,5.85,11322630,256963,ADEMCO INC
8888RTV,0,5773456,418,5267,1,SBP-137WMW1,8,819,20260115,27.89,11349724,8996,ADI
8888RTV,0,5770345,19,4415,1,ADC-VDB750-TH,1,343,20260115,99,11344254,220865,ALARM.COM INC
8888RTV,0,5770415,1,671,1,QS1131-840,2,573,20260115,18,11344063,256872,"QOLSYS, INC"
8888RTV,0,5770426,5,1507,1,B-ACS6000-MBE,1,777,20260112,957.78,11339621,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,7,5008,1,ARN-410S-2TB,1,888,20260112,248.91,11341781,8996,ADI
8888RTV,0,5770462,21,2863,1,710536EWTA,2000,678,20260112,.225166451612903,11340093,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770457,4,1332,1,1326LMSMV,100,888,20260113,1.99,11338206,7092,HID GLOBAL
8888RTV,0,5773456,393,5091,2,ARN-810S-2TB,9,233,20260114,277.95,11344166,8996,ADI
8888RTV,0,5773456,91,5054,2,ANO-L7012R,4,232,20260114,57.64,11342526,8996,ADI
8888RTV,0,5773456,196,4574,1,CB110,8,813,20260114,8.68,11323328,8996,ADI
8888RTV,0,5282114,452,37448,28,5800SMOKEV,150,501,20260115,36.26,11322630,256963,ADEMCO INC
8888RTV,0,5773456,196,4703,1,CB110,20,623,20260115,8.68,11329003,8996,ADI
8888RTV,0,5282114,479,37444,35,SIXMINICT3A,1911,503,20260115,13.88,11322571,256963,ADEMCO INC
8888RTV,0,5773456,196,4507,1,CB110,1,823,20260109,8.68,11321870,8996,ADI
8888RTV,0,5770462,21,2852,1,710536EWTA,1000,677,20260109,.225166451612903,11337930,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,81,4950,3,XRN-820S-2TB,1,621,20260109,498.43,11338454,8996,ADI
8888RTV,0,5770345,3,4322,1,ADC-AC-ET20,3,612,20260112,173.63,11330602,220865,ALARM.COM INC
8888RTV,0,5773456,279,4960,1,ANV-L7012R,2,703,20260112,57.64,11339736,8996,ADI
8888RTV,0,5770348,8,101,1,98935-001,26,503,20260112,83,11308958,198147,KWIKSET CORPORATION
8888RTV,0,5773456,91,4893,1,ANO-L7012R,2,867,20260112,57.64,11336188,8996,ADI
8888RTV,0,5282114,484,37435,1,ADTHYBANT,150,501,20260113,.01,11315628,256963,ADEMCO INC
8888RTV,0,5773456,426,5022,3,SBV-A14B,6,573,20260113,21.02,11341929,8996,ADI
8888RTV,0,5773456,279,5030,1,ANV-L7012R,10,697,20260113,57.64,11341940,8996,ADI
8888RTV,0,5773456,426,1901,1,SBV-A14B,1,297,20260113,21.02,11232858,8996,ADI
8888RTV,0,5770410,26,933,1,GA09973-US,960,503,20260114,72.52,11290504,269855,GOOGLE LLC
8888RTV,0,5770345,10,4370,2,ADC-AC-X1100,1,669,20260114,330,11337625,220865,ALARM.COM INC
8888RTV,0,5770426,33,1523,1,B-ACS300-E-B,1,674,20260114,495,11345002,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,359,5120,1,PFB203W,4,272,20260115,17.42,11344537,8996,ADI
8888RTV,0,5752082,37,4864,2,WG-21145801,10,888,20260115,48.95,11348888,8996,ADI
8888RTV,0,5773456,121,5028,5,SBV-140BW,3,623,20260115,21.02,11341934,8996,ADI
8888RTV,0,5773456,279,5254,3,ANV-L7012R,6,819,20260115,57.64,11349515,8996,ADI
8888RTV,0,5773456,418,5254,1,SBP-137WMW1,3,819,20260115,27.89,11349515,8996,ADI
8888RTV,0,5770345,10,4297,2,ADC-AC-X1100,1,272,20260109,330,11328856,220865,ALARM.COM INC
8888RTV,0,5770345,2,4289,1,ADC-AC-ET10,3,469,20260109,143.15,11327273,220865,ALARM.COM INC
8888RTV,0,5773456,23,3611,1,0E-OUTDSIREN,1,297,20260112,48.24,11290365,8996,ADI
8888RTV,0,5773456,416,4982,3,ANE-L7012L,1,726,20260112,88.43,11340052,8996,ADI
8888RTV,0,5773456,393,4957,2,ARN-810S-2TB,1,316,20260112,277.95,11339675,8996,ADI
8888RTV,0,5773456,335,5019,1,PROXTG-BK,2,686,20260112,4.26,11341883,8996,ADI
8888RTV,0,5773456,393,4947,1,ARN-810S-2TB,1,053,20260112,277.95,11338301,8996,ADI
8888RTV,0,5773456,279,5115,1,ANV-L7012R,8,830,20260113,57.64,11344451,8996,ADI
8888RTV,0,5773456,121,5061,2,SBV-140BW,6,675,20260114,21.02,11342825,8996,ADI
8888RTV,0,5773456,394,4921,9,ANO-L7022R,1,813,20260114,57.64,11337494,8996,ADI
8888RTV,0,5770347,1,357,1,EN-BR304P-0,2,830,20260113,434.25,11339570,242767,EAGLE EYE NETWORKS INC
8888RTV,0,5772809,85,1649,1,HRX-434-2TB,1,623,20260112,187.99,11119552,8996,ADI
8888RTV,0,5282114,462,37443,32,ADTLTE-V3,1840,503,20260109,56.65,11322537,256963,ADEMCO INC
8888RTV,0,5282114,455,37452,28,SIXSMOKEVA,1600,503,20260115,36.26,11322557,256963,ADEMCO INC
8888RTV,0,5773456,279,5226,3,ANV-L7012R,20,819,20260115,57.64,11348929,8996,ADI
8888RTV,0,5773456,378,5064,2,0E-CAT5RBK,3,827,20260115,109.99,11342881,8996,ADI
8888RTV,0,5773456,7,4978,1,ARN-410S-2TB,1,327,20260109,248.91,11339947,8996,ADI
8888RTV,0,5282114,97,37443,20,SIXPIRA,5520,503,20260109,24.36,11322537,256963,ADEMCO INC
8888RTV,0,5770345,74,4329,3,ADC-AC-X100,1,821,20260112,269,11331107,220865,ALARM.COM INC
8888RTV,0,5770345,10,4332,2,ADC-AC-X1100,1,821,20260112,330,11331359,220865,ALARM.COM INC
8888RTV,0,5773456,249,5043,2,TREX-XL2,2,748,20260113,102.21,11342178,8996,ADI
8888RTV,0,5773456,270,4923,5,XNO-9082R,1,815,20260113,752.52,11337495,8996,ADI
8888RTV,0,5773456,286,5073,1,SBP-300KMW1,1,237,20260114,33.89,11344076,8996,ADI
8888RTV,0,5770345,15,4365,1,ADC-V724X,1,621,20260114,104.26,11337465,220865,ALARM.COM INC
8888RTV,0,5773456,196,3906,1,CB110,18,267,20260114,8.68,11300044,8996,ADI
8888RTV,0,5773456,121,5085,1,SBV-140BW,1,293,20260114,21.02,11344167,8996,ADI
8888RTV,0,5773456,426,5169,1,SBV-A14B,4,232,20260115,21.02,11346865,8996,ADI
8888RTV,0,5770345,2,4232,1,ADC-AC-ET10,4,678,20260115,143.15,11319903,220865,ALARM.COM INC
8888RTV,0,5773456,91,5169,2,ANO-L7012R,3,232,20260115,57.64,11346865,8996,ADI
8888RTV,0,5773456,153,5208,1,TC-TR6,1,815,20260115,43.29,11347707,8996,ADI
8888RTV,0,5773456,23,3970,1,0E-OUTDSIREN,2,297,20260113,48.24,11302165,8996,ADI
8888RTV,0,5773456,311,5034,2,QNV-C9011R,1,692,20260113,212.55,11341955,8996,ADI
8888RTV,0,5773456,91,835,1,ANO-L7012R,4,692,20260114,57.64,11198359,8996,ADI
8888RTV,0,5773456,196,5222,1,CB110,3,137,20260114,8.68,11348810,8996,ADI
8888RTV,0,5773456,426,5156,2,SBV-A14B,5,316,20260114,21.02,11346801,8996,ADI
8888RTV,0,5770407,7,32,1,AL125ULP,74,501,20260114,107.85,11324829,9029,ALTRONIX CORP
8888RTV,0,5773456,279,4921,7,ANV-L7012R,3,813,20260114,57.64,11337494,8996,ADI
8888RTV,0,5773456,427,5162,1,GI-M100W,600,501,20260115,.91,11346841,8996,ADI
8888RTV,0,5773456,81,5254,2,XRN-820S-2TB,1,819,20260115,498.43,11349515,8996,ADI
8888RTV,0,5773456,91,5168,1,ANO-L7012R,22,669,20260115,57.64,11346873,8996,ADI
8888RTV,0,5770457,36,1313,1,20KTKS-02-000000,1,608,20260109,281.24,11330738,7092,HID GLOBAL
8888RTV,0,5770462,1,2843,2,487343,5000,824,20260109,.0826285714285714,11335380,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770342,106,1384,1,RY-1824L,1,831,20260114,21.25,11344888,8620,AIPHONE CORPORATION
8888RTV,0,5282114,270,37443,2,472434,49,503,20260109,41.86,11322537,256963,ADEMCO INC
8888RTV,0,5282114,365,37448,20,SIXSHOCK2A,3064,501,20260115,13.91,11322630,256963,ADEMCO INC
8888RTV,0,5770345,75,4327,1,ADC-VACC-729-JB,1,612,20260112,12.5,11331003,220865,ALARM.COM INC
8888RTV,0,5282114,90,37452,17,SIXCTA,11520,503,20260115,9.97,11322557,256963,ADEMCO INC
8888RTV,0,5770414,46,551,1,2GIG-GC2E-345,1,837,20260115,120,11334052,32657,NICE NORTH AMERICA
8888RTV,0,5770345,2,4318,1,ADC-AC-ET10,3,820,20260109,143.15,11330499,220865,ALARM.COM INC
8888RTV,0,5770345,2,4279,1,ADC-AC-ET10,3,612,20260112,143.15,11325295,220865,ALARM.COM INC
8888RTV,0,5770345,10,4330,2,ADC-AC-X1100,1,821,20260112,330,11331135,220865,ALARM.COM INC
8888RTV,0,5770345,54,4304,6,ADC-VC727P,100,503,20260112,131.49,11329166,220865,ALARM.COM INC
8888RTV,0,5773456,91,4926,2,ANO-L7012R,51,316,20260112,57.64,11337498,8996,ADI
8888RTV,0,5773456,418,5140,2,SBP-137WMW1,2,469,20260113,27.89,11344877,8996,ADI
8888RTV,0,5773456,279,5022,2,ANV-L7012R,6,573,20260113,57.64,11341929,8996,ADI
8888RTV,0,5773456,279,4959,1,ANV-L7012R,6,207,20260113,57.64,11339735,8996,ADI
8888RTV,0,5773456,416,4499,4,ANE-L7012L,15,297,20260113,88.43,11321794,8996,ADI
8888RTV,0,5770462,1,2840,1,487343,20000,726,20260114,.0826285714285714,11335163,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,392,4725,3,CB130T,14,342,20260114,8.68,11329910,8996,ADI
8888RTV,0,5773456,196,4725,2,CB110,3,342,20260114,8.68,11329910,8996,ADI
8888RTV,0,5773456,290,5138,1,4700A,20,501,20260115,42.48,11344850,8996,ADI
8888RTV,0,5282114,253,37452,1,5816WMBR,25,503,20260115,9.97,11322557,256963,ADEMCO INC
8888RTV,0,5773456,208,3376,2,CB140PT,7,827,20260115,11.83,11281668,8996,ADI
8888RTV,0,5770348,8,101,1,98935-001,26,503,20260109,83,11308958,198147,KWIKSET CORPORATION
8888RTV,0,5282114,100,37452,19,SIXSIRENA,49,503,20260115,45.32,11322557,256963,ADEMCO INC
8888RTV,0,5770462,1,2860,1,487343,2000,692,20260109,.0826285714285714,11339821,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,279,4860,1,ANV-L7012R,7,348,20260109,57.64,11335320,8996,ADI
8888RTV,0,5773456,418,4886,1,SBP-137WMW1,7,272,20260109,27.89,11335871,8996,ADI
8888RTV,0,5773456,213,3973,1,1317-1,1,623,20260109,6.71,11302280,8996,ADI
8888RTV,0,5773456,426,4965,3,SBV-A14B,9,677,20260109,21.02,11339734,8996,ADI
8888RTV,0,5773456,393,4838,3,ARN-810S-2TB,1,821,20260109,277.95,11334524,8996,ADI
8888RTV,0,5773456,23,3813,1,0E-OUTDSIREN,1,297,20260112,48.24,11297552,8996,ADI
8888RTV,0,5770462,23,2858,2,710548EWTA,5000,867,20260112,.139926785714286,11339645,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,279,5007,1,ANV-L7012R,5,814,20260112,57.64,11340768,8996,ADI
8888RTV,0,5770345,57,4304,2,ADC-VC838PF,170,503,20260112,170.24,11329166,220865,ALARM.COM INC
8888RTV,0,5770345,2,4368,1,ADC-AC-ET10,1,703,20260112,143.15,11337509,220865,ALARM.COM INC
8888RTV,0,5773456,81,5022,1,XRN-820S-2TB,1,573,20260113,498.43,11341929,8996,ADI
8888RTV,0,5770462,33,2856,1,9X2445E4B1,5000,830,20260113,.121425407166124,11339568,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,436,5080,2,5602,132,503,20260114,15.35,11344112,8996,ADI
8888RTV,0,5773456,416,5085,2,ANE-L7012L,2,293,20260114,88.43,11344167,8996,ADI
8888RTV,0,5773456,392,4952,2,CB130T,14,342,20260114,8.68,11338650,8996,ADI
8888RTV,0,5773456,279,5113,3,ANV-L7012R,5,272,20260115,57.64,11344419,8996,ADI
8888RTV,0,5773456,177,5173,1,ECR2450BP,11,837,20260115,2.06,11346863,8996,ADI
8888RTV,0,5770345,3,4412,1,ADC-AC-ET20,1,693,20260115,173.63,11344082,220865,ALARM.COM INC
8888RTV,0,5282114,172,37452,11,1321-1,3,503,20260115,9.11,11322557,256963,ADEMCO INC
8888RTV,0,5282114,172,37448,9,1321-1,2,501,20260115,9.11,11322630,256963,ADEMCO INC
8888RTV,0,5282114,23,37443,21,DESKMT-AIO,360,503,20260109,16.98,11322537,256963,ADEMCO INC
8888RTV,0,5282114,102,37443,24,SIXTEMPA,4,503,20260109,23.79,11322537,256963,ADEMCO INC
8888RTV,0,5770345,74,4279,2,ADC-AC-X100,1,612,20260112,269,11325295,220865,ALARM.COM INC
8888RTV,0,5773456,394,4974,4,ANO-L7022R,3,682,20260112,57.64,11339843,8996,ADI
8888RTV,0,5773456,128,4772,1,XNV-6085,1,688,20260113,579,11331028,8996,ADI
8888RTV,0,5770462,2,2886,1,493494,2000,207,20260113,.1300625,11346861,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770345,4,4370,1,ADC-AC-ET25,1,669,20260114,244.73,11337625,220865,ALARM.COM INC
8888RTV,0,5770426,33,1516,1,B-ACS300-E-B,1,836,20260114,495,11342810,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,91,5091,1,ANO-L7012R,56,233,20260114,57.64,11344166,8996,ADI
8888RTV,0,5773456,162,5084,1,XRN-1620SB1-4TB,2,685,20260114,790.61,11344162,8996,ADI
8888RTV,0,5773456,69,4928,1,0E-22LED3,6,827,20260114,112.89,11337532,8996,ADI
8888RTV,0,5770342,59,1369,2,JO-DV,1,777,20260114,229.5,11335636,8620,AIPHONE CORPORATION
8888RTV,0,5773456,69,5064,6,0E-22LED3,1,827,20260115,112.89,11342881,8996,ADI
8888RTV,0,5773456,176,5009,1,XRN-420S-2TB,1,459,20260115,293.72,11341802,8996,ADI
8888RTV,0,5770345,73,4380,3,ADC-AC-X1100-2PSE,2,820,20260115,623.92,11339840,220865,ALARM.COM INC
8888RTV,0,5773456,66,5165,1,DC4811,3,821,20260115,15.73,11346876,8996,ADI
8888RTV,0,5773456,7,5192,2,ARN-410S-2TB,1,262,20260115,248.91,11347170,8996,ADI
8888RTV,0,5770345,74,4310,3,ADC-AC-X100,1,237,20260109,269,11329421,220865,ALARM.COM INC
8888RTV,0,5773456,190,4914,2,ANO-L7082R,1,327,20260109,85.15,11337496,8996,ADI
8888RTV,0,5770342,60,1378,1,JOS-1AW,1,782,20260112,560.15,11341803,8620,AIPHONE CORPORATION
8888RTV,0,5770348,9,101,2,98935-002,12,503,20260112,83,11308958,198147,KWIKSET CORPORATION
8888RTV,0,5773456,404,4900,2,ANV-L7082R,3,342,20260113,85.15,11336602,8996,ADI
8888RTV,0,5770345,75,4355,1,ADC-VACC-729-JB,2,815,20260113,12.5,11335526,220865,ALARM.COM INC
8888RTV,0,5773456,196,4785,1,CB110,7,267,20260113,8.68,11331420,8996,ADI
8888RTV,0,5773456,139,4986,1,HDMICP10,1,342,20260113,15.37,11340122,8996,ADI
8888RTV,0,5272817,167,23827,1,AHVR1622T,1,696,20260113,256.78,11344837,101933,MATRIX NETWORK INC
8888RTV,0,5770462,21,2840,2,710536EWTA,20000,726,20260114,.225166451612903,11335163,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,139,5122,1,HDMICP10,1,343,20260114,15.37,11344603,8996,ADI
8888RTV,0,5770345,10,4381,1,ADC-AC-X1100,1,608,20260114,330,11339848,220865,ALARM.COM INC
8888RTV,0,5773456,91,5153,1,ANO-L7012R,4,316,20260114,57.64,11346791,8996,ADI
8888RTV,0,5770345,73,4375,1,ADC-AC-X1100-2PSE,1,697,20260114,623.92,11338583,220865,ALARM.COM INC
8888RTV,0,5773456,279,5197,2,ANV-L7012R,4,294,20260115,57.64,11347363,8996,ADI
8888RTV,0,5282114,95,37452,18,SIXGBA,2560,503,20260115,36.26,11322557,256963,ADEMCO INC
8888RTV,0,5282114,365,37452,26,SIXSHOCK2A,5760,503,20260115,13.91,11322557,256963,ADEMCO INC
8888RTV,0,5282114,253,37443,1,5816WMBR,25,503,20260109,9.97,11322537,256963,ADEMCO INC
8888RTV,0,5773456,159,5010,4,0E-CAT5CMWH,2,729,20260112,100.99,11341804,8996,ADI
8888RTV,0,5770345,4,4330,1,ADC-AC-ET25,1,821,20260112,244.73,11331135,220865,ALARM.COM INC
8888RTV,0,5773456,224,4896,3,QNE-C9013RL,8,821,20260112,245.63,11336407,8996,ADI
8888RTV,0,5770426,33,1512,1,B-ACS300-E-B,1,723,20260113,495,11342017,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,416,4951,1,ANE-L7012L,1,815,20260113,88.43,11338523,8996,ADI
8888RTV,0,5773456,43,5024,3,XRN-820S-4TB,1,831,20260114,572.87,11341932,8996,ADI
8888RTV,0,5770345,2,4401,1,ADC-AC-ET10,1,748,20260114,143.15,11342178,220865,ALARM.COM INC
8888RTV,0,5752082,226,4866,2,WG-50781101,2,685,20260115,109.74,11349688,8996,ADI
8888RTV,0,5770345,74,4404,1,ADC-AC-X100,2,266,20260115,269,11342321,220865,ALARM.COM INC
8888RTV,0,5773456,418,5207,1,SBP-137WMW1,4,815,20260115,27.89,11347677,8996,ADI
8888RTV,0,5282114,93,37443,22,SIXFLOODA,269,503,20260109,40.79,11322537,256963,ADEMCO INC
8888RTV,0,5770457,22,1310,1,3350PMSMV,100,850,20260109,2.06,11329873,7092,HID GLOBAL
8888RTV,0,5770426,5,1508,1,B-ACS6000-MBE,1,631,20260112,957.78,11340308,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,74,4326,1,ADC-AC-X100,1,628,20260112,269,11330741,220865,ALARM.COM INC
8888RTV,0,5773456,77,4839,1,MM400,20,821,20260112,1.24,11334582,8996,ADI
8888RTV,0,5773456,91,4916,5,ANO-L7012R,2,820,20260112,57.64,11337489,8996,ADI
8888RTV,0,5770345,19,4340,1,ADC-VDB750-TH,1,834,20260112,99,11332949,220865,ALARM.COM INC
8888RTV,0,5773456,177,4833,1,ECR2450BP,1,675,20260112,2.06,11333540,8996,ADI
8888RTV,0,5773456,190,5049,1,ANO-L7082R,5,688,20260112,85.15,11342446,8996,ADI
8888RTV,0,5770457,17,1330,1,20NKS-00-000000,6,782,20260113,185.09,11338091,7092,HID GLOBAL
8888RTV,0,5770342,106,1371,2,RY-1824L,1,723,20260113,21.25,11336088,8620,AIPHONE CORPORATION
8888RTV,0,5770345,74,4401,2,ADC-AC-X100,1,748,20260113,269,11342178,220865,ALARM.COM INC
8888RTV,0,5770345,15,4333,1,ADC-V724X,1,327,20260113,104.26,11331358,220865,ALARM.COM INC
8888RTV,0,5773456,91,4924,2,ANO-L7012R,5,297,20260113,57.64,11337486,8996,ADI
8888RTV,0,5770426,7,1517,2,B-ACS6100-DB,1,275,20260113,222.38,11342913,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,75,4387,1,ADC-VACC-729-JB,1,207,20260113,12.5,11340354,220865,ALARM.COM INC
8888RTV,0,5773456,416,5091,3,ANE-L7012L,9,233,20260114,88.43,11344166,8996,ADI
8888RTV,0,5773456,177,4606,2,ECR2450BP,4,616,20260114,2.06,11324738,8996,ADI
8888RTV,0,5773456,332,4931,1,PB-EXIT,2,669,20260114,66.85,11337625,8996,ADI
8888RTV,0,5773456,196,4726,1,CB110,6,342,20260114,8.68,11330008,8996,ADI
8888RTV,0,5770462,2,2883,1,493494,10000,690,20260115,.1300625,11346760,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5282114,210,37452,13,472540D,32,503,20260115,64.73,11322557,256963,ADEMCO INC
8888RTV,0,5282114,281,37452,6,6150,34,503,20260115,35.62,11322557,256963,ADEMCO INC
8888RTV,0,5282114,416,37448,26,ADTLTE-A3,3032,501,20260115,56.65,11322630,256963,ADEMCO INC
8888RTV,0,5282114,483,37447,29,ADTCONVERT-2,828,501,20260114,41.2,11322611,256963,ADEMCO INC
8888RTV,0,5770410,23,940,1,GA05551-US,300,501,20260113,186.22,11290518,269855,GOOGLE LLC
8888RTV,0,5273154,19,15404,1,88117,192,501,20260112,2.57,11341950,203219,UNIVERSAL POWER GROUP INC
8888RTV,0,5282114,178,37448,4,270R,8,501,20260115,9.15,11322630,256963,ADEMCO INC
8888RTV,0,5282114,387,37443,29,SIXFOB2A,641,503,20260109,12.46,11322537,256963,ADEMCO INC
8888RTV,0,5773456,426,4916,4,SBV-A14B,3,820,20260109,21.02,11337489,8996,ADI
8888RTV,0,5773456,426,4976,1,SBV-A14B,6,682,20260109,21.02,11339861,8996,ADI
8888RTV,0,5770426,7,1505,2,B-ACS6100-DB,4,685,20260109,222.38,11338225,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,349,4899,1,HS2LCD N,1,821,20260109,118.26,11336558,8996,ADI
8888RTV,0,5773456,392,1513,1,CB130T,16,777,20260112,8.68,11218973,8996,ADI
