RecordType,Field1,Field2,Field3,Field4,Field5,PartNumber,Quantity,Field8,Date,Price,Field11,Field12,VendorName
8888RTV,0,5773456,279,4238,2,ANV-L7012R,2,677,20251219,57.64,11313089,8996,ADI
8888RTV,0,5282114,270,37382,3,472434,270,503,20251222,41.86,11275511,256963,ADEMCO INC
8888RTV,0,5770462,2,2751,1,493494,8000,824,20251222,0.1300625,11310823,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,305,4241,1,997,2,816,20251222,25.95,11313148,8996,ADI
8888RTV,0,5770345,58,4066,2,ADC-VC847PF,98,501,20251222,144.26,11297865,220865,ALARM.COM INC
8888RTV,0,5770345,53,4064,10,ADC-VACC-MNT130,48,503,20251222,17.14,11297842,220865,ALARM.COM INC
8888RTV,0,5770462,33,2778,1,9X2445E4B1,3000,677,20251222,0.121425407,11315632,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770462,23,2781,1,710548EWTA,15000,696,20251223,0.139926786,11315886,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,177,4320,1,ECR2450BP,10,837,20251223,2.06,11315472,8996,ADI
8888RTV,0,5773456,224,4193,4,QNE-C9013RL,2,815,20251222,245.63,11310928,8996,ADI
8888RTV,0,5770345,24,3957,1,ADC-AC-CARD-50H4-SO13,777,20251224,56.5,11282772,220865,ALARM.COM,INC
8888RTV,0,5773456,43,4181,1,XRN-820S-4TB,1,459,20251219,572.87,11310896,8996,ADI
8888RTV,0,5770345,90,4146,2,ADC-AC-AERO-PWP2M-A,1,837,20251219,400,11306712,220865,ALARM.COM INC
8888RTV,0,5770345,24,4114,1,ADC-AC-CARD-50H4-SO12,816,20251219,56.5,11301928,220865,ALARM.COM,INC
8888RTV,0,5773456,224,4050,3,QNE-C9013RL,5,185,20251219,245.63,11306129,8996,ADI
8888RTV,0,5773456,81,4274,1,XRN-820S-2TB,1,748,20251222,498.43,11313713,8996,ADI
8888RTV,0,5770345,90,4188,3,ADC-AC-AERO-PWP2M-A,1,837,20251222,400,11311494,220865,ALARM.COM INC
8888RTV,0,5773456,81,4286,1,XRN-820S-2TB,1,829,20251222,498.43,11313887,8996,ADI
8888RTV,0,5773456,416,4361,3,ANE-L7012L,2,888,20251223,88.43,11317278,8996,ADI
8888RTV,0,5773456,344,4259,2,DS-2CD2347G2-LU,2.8,8,708,20251224,126.18,11313274,8996            ADI
8888RTV,0,5773456,426,4436,1,SBV-A14B,3,377,20251224,21.02,11319910,8996,ADI
8888RTV,0,5770345,19,4166,1,ADC-VDB750-TH,1,821,20251219,99,11309179,220865,ALARM.COM INC
8888RTV,0,5773456,153,4249,1,TC-TR6,2,677,20251219,43.29,11313149,8996,ADI
8888RTV,0,5770342,106,1338,1,RY-1824L,1,837,20251219,21.25,11311395,8620,AIPHONE CORPORATION
8888RTV,0,5770457,22,1201,1,3350PMSMV,100,817,20251219,2.06,11289505,7092,HID GLOBAL
8888RTV,0,5773456,81,4107,1,XRN-820S-2TB,1,816,20251219,498.43,11307093,8996,ADI
8888RTV,0,5773456,91,4274,2,ANO-L7012R,9,748,20251222,57.64,11313713,8996,ADI
8888RTV,0,5773456,91,4224,1,ANO-L7012R,3,800,20251222,57.64,11311749,8996,ADI
8888RTV,0,5773456,394,4245,5,ANO-L7022R,3,800,20251222,57.64,11313159,8996,ADI
8888RTV,0,5770345,2,4179,1,ADC-AC-ET10,1,194,20251222,143.15,11310970,220865,ALARM.COM INC
8888RTV,0,5282114,91,37387,33,SIXCTA-BR,391,501,20251223,9.97,11275595,256963,ADEMCO INC
8888RTV,0,5773456,121,4267,7,SBV-140BW,1,815,20251223,21.02,11313379,8996,ADI
8888RTV,0,5770345,10,4160,2,ADC-AC-X1100,1,867,20251219,330,11308801,220865,ALARM.COM INC
8888RTV,0,5770426,7,1438,2,B-ACS6100-DB,1,782,20251219,205.91,11313242,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770426,5,1432,1,B-ACS6000-MBE,1,676,20251219,886.83,11311512,191253,BRIVO SYSTEMS LLC
8888RTV,0,5615672,52,1125,13,PG9914,7920,501,20251223,53.49,11309647,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5774073,1,1,WD43PURZ,1,782,20251222  0,11315342,8996,ADI,,
8888RTV,0,5615672,31,1119,4,HSM2108,45,501,20251223,31.79,11297866,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5770345,78,4172,1,ADC-VDB755P,2,685,20251223,123.69,11309519,220865,ALARM.COM INC
8888RTV,0,5770345,56,4064,7,ADC-VC827P,480,503,20251219,113.96,11297842,220865,ALARM.COM INC
8888RTV,0,5770345,2,4181,1,ADC-AC-ET10,1,459,20251219,143.15,11311056,220865,ALARM.COM INC
8888RTV,0,5770345,90,3857,4,ADC-AC-AERO-PWP2M-A,1,180,20251222,400,11272282,220865,ALARM.COM INC
8888RTV,0,5282114,254,37382,2,5816WMWH,2874,503,20251222,9.97,11275511,256963,ADEMCO INC
8888RTV,0,5773456,43,4331,1,XRN-820S-4TB,1,674,20251222,572.87,11315734,8996,ADI
8888RTV,0,5770345,67,3729,2,ADC-CSVR2116P-1X6TB,15,501,20251222,479,11256196,220865,ALARM.COM INC
8888RTV,0,5773456,332,4319,1,PB-EXIT,1,316,20251222,66.85,11315424,8996,ADI
8888RTV,0,5770415,35,625,2,QS5110-840,98,503,20251222,34.5,11297931,256872,"QOLSYS, INC"
8888RTV,0,5773456,332,4288,1,PB-EXIT,2,316,20251222,66.85,11313989,8996,ADI
8888RTV,0,5770345,90,4138,3,ADC-AC-AERO-PWP2M-A,1,469,20251222,400,11306369,220865,ALARM.COM INC
8888RTV,0,5770345,6,4185,1,ADC-AC-LP1502-PSE,1,573,20251222,901,11311337,220865,ALARM.COM INC
8888RTV,0,5773456,394,4271,2,ANO-L7022R,1,829,20251222,57.64,11313511,8996,ADI
8888RTV,0,5770426,33,1451,1,B-ACS300-E-B,1,316,20251222,480.11,11315424,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770457,22,1250,2,3350PMSMV,100,718,20251222,2.06,11306604,7092,HID GLOBAL
8888RTV,0,5770345,90,4205,6,ADC-AC-AERO-PWP2M-A,1,573,20251223,400,11315208,220865,ALARM.COM INC
8888RTV,0,5770345,90,4214,1,ADC-AC-AERO-PWP2M-A,1,838,20251223,400,11317458,220865,ALARM.COM INC
8888RTV,0,5770345,2,4093,1,ADC-AC-ET10,3,693,20251219,143.15,11300097,220865,ALARM.COM INC
8888RTV,0,5773456,7,4282,2,ARN-410S-2TB,4,685,20251219,248.91,11313833,8996,ADI
8888RTV,0,5773456,204,4265,1,SBP-120WMW,3,342,20251219,11.25,11313373,8996,ADI
8888RTV,0,5770457,37,1259,1,20NKS-02-000000,1,529,20251219,156.85,11313038,7092,HID GLOBAL
8888RTV,0,5770345,19,4189,1,ADC-VDB750-TH,1,819,20251219,99,11311543,220865,ALARM.COM INC
8888RTV,0,5770342,11,1338,2,JV-1FD,1,837,20251219,280.5,11311395,8620,AIPHONE CORPORATION
8888RTV,0,5773456,121,4164,3,SBV-140BW,6,232,20251219,21.02,11309580,8996,ADI
8888RTV,0,5770457,37,1277,1,20NKS-02-000000,2,683,20251222,156.85,11315359,7092,HID GLOBAL
8888RTV,0,5773456,91,4249,3,ANO-L7012R,5,677,20251222,57.64,11313149,8996,ADI
8888RTV,0,5773456,249,4279,2,TREX-XL2,2,233,20251222,102.21,11313769,8996,ADI
8888RTV,0,5770457,7,1270,1,1346LNSMN,100,831,20251222,3.89,11313901,7092,HID GLOBAL
8888RTV,0,5773456,177,4253,1,ECR2450BP,18,379,20251223,2.06,11313155,8996,ADI
8888RTV,0,5773456,190,4471,3,ANO-L7082R,1,621,20251224,85.15,11320745,8996,ADI
8888RTV,0,5773456,418,4192,1,SBP-137WMW1,17,573,20251219,27.89,11310930,8996,ADI
8888RTV,0,5773456,103,4170,1,SBP-125WMW1,3,815,20251219,29.25,11309698,8996,ADI
8888RTV,0,5773456,392,3020,1,CB130T,16,777,20251219,8.68,11270895,8996,ADI
8888RTV,0,5773456,91,4272,1,ANO-L7012R,1,659,20251219,57.64,11313513,8996,ADI
8888RTV,0,5282114,173,37387,18,1361-GT,5,501,20251222,5.85,11275595,256963,ADEMCO INC
8888RTV,0,5282114,238,37382,15,5800PIR-RES,364,503,20251222,24.36,11275511,256963,ADEMCO INC
8888RTV,0,5282114,387,37382,42,SIXFOB2A,1206,503,20251222,12.46,11275511,256963,ADEMCO INC
8888RTV,0,5770426,33,1446,1,B-ACS300-E-B,1,316,20251222,480.11,11313989,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,393,4241,4,ARN-810S-2TB,3,816,20251222,277.95,11313148,8996,ADI
8888RTV,0,5773456,393,4193,3,ARN-810S-2TB,5,815,20251222,277.95,11310928,8996,ADI
8888RTV,0,5773456,426,4384,2,SBV-A14B,4,275,20251223,21.02,11317396,8996,ADI
8888RTV,0,5773456,224,4189,1,QNE-C9013RL,3,650,20251223,245.63,11310931,8996,ADI
8888RTV,0,5773456,176,4211,1,XRN-420S-2TB,1,342,20251224,293.72,11311342,8996,ADI
8888RTV,0,5770426,7,1453,2,B-ACS6100-DB,1,850,20251224,205.91,11315534,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,176,4076,1,XRN-420S-2TB,3,185,20251219,293.72,11306460,8996,ADI
8888RTV,0,5770345,24,4160,3,ADC-AC-CARD-50H4-SO11,867,20251219,56.5,11308801,220865,ALARM.COM,INC
8888RTV,0,5773456,426,4277,1,SBV-A14B,3,888,20251219,21.02,11313740,8996,ADI
8888RTV,0,5770345,66,3725,1,ADC-CSVR2108P-1X6TB,27,503,20251219,449,11256119,220865,ALARM.COM INC
8888RTV,0,5770345,90,4100,4,ADC-AC-AERO-PWP2M-A,1,827,20251219,400,11300547,220865,ALARM.COM INC
8888RTV,0,5773858,1,1,TL-PA7017KIT,64,503,20251219,23,11256214,223704,TP,LINK USA CORPORATION
8888RTV,0,5773456,236,4044,2,SL-350QFR,4,842,20251222,737.41,11304885,8996,ADI
8888RTV,0,5770345,90,4180,3,ADC-AC-AERO-PWP2M-A,1,819,20251222,400,11311043,220865,ALARM.COM INC
8888RTV,0,5770345,24,4206,1,ADC-AC-CARD-50H4-SO11,180,20251222,56.5,11315259,220865,ALARM.COM,INC
8888RTV,0,5773456,426,4334,3,SBV-A14B,4,888,20251222,21.02,11315783,8996,ADI
8888RTV,0,5773456,279,4185,2,ANV-L7012R,5,820,20251222,57.64,11310922,8996,ADI
8888RTV,0,5282114,474,37382,51,SIXCOVA,413,503,20251222,40.79,11275511,256963,ADEMCO INC
8888RTV,0,5770457,7,1260,1,1346LNSMN,100,837,20251222,3.89,11313199,7092,HID GLOBAL
8888RTV,0,5770410,11,906,1,GA02076-US,720,503,20251222,102.9,11263159,269855,GOOGLE LLC
8888RTV,0,5773456,121,4228,2,SBV-140BW,8,827,20251223,21.02,11312118,8996,ADI
8888RTV,0,5282114,93,37381,35,SIXFLOODA,424,503,20251223,40.79,11275497,256963,ADEMCO INC
8888RTV,0,5282114,99,37384,33,SIXSIREN-ODA,131,501,20251223,67.98,11275550,256963,ADEMCO INC
8888RTV,0,5615672,4,1119,9,PG9HRDW8,42,501,20251223,105.3,11297866,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,416,4341,4,ANE-L7012L,8,685,20251223,88.43,11315897,8996,ADI
8888RTV,0,5396030,37,1,SSH5R0-29-WH,1700000,503,20251219  0,222178,SERCOMM CORP,,,
8888RTV,0,5773456,7,4277,2,ARN-410S-2TB,1,888,20251219,248.91,11313740,8996,ADI
8888RTV,0,5773456,279,4285,1,ANV-L7012R,2,659,20251219,57.64,11313883,8996,ADI
8888RTV,0,5773456,426,4196,1,SBV-A14B,6,681,20251219,21.02,11310923,8996,ADI
8888RTV,0,5773456,426,4322,1,SBV-A14B,6,888,20251222,21.02,11315506,8996,ADI
8888RTV,0,5770457,25,1274,1,40NKS-00-000000,3,819,20251223,183.89,11315135,7092,HID GLOBAL
8888RTV,0,5773456,279,4314,3,ANV-L7012R,17,697,20251223,57.64,11315260,8996,ADI
8888RTV,0,5282114,181,37387,12,300-03866,790,501,20251223,16.15,11275595,256963,ADEMCO INC
8888RTV,0,5770345,24,4187,3,ADC-AC-CARD-50H4-SO11,836,20251223,56.5,11311489,220865,ALARM.COM,INC
8888RTV,0,5282114,430,37380,50,ADTZWMX,10,503,20251223,33.99,11275477,256963,ADEMCO INC
8888RTV,0,5773456,192,4259,1,DS-7608NI-Q2/8P-4TB,1,708,20251224,290.01,11313274,8996,ADI
8888RTV,0,5770345,2,4178,1,ADC-AC-ET10,2,835,20251224,143.15,11310920,220865,ALARM.COM INC
8888RTV,0,5773456,176,4308,4,XRN-420S-2TB,5,831,20251224,293.72,11315253,8996,ADI
8888RTV,0,5773456,231,4410,1,EEB2,5,327,20251224,84.28,11317812,8996,ADI
8888RTV,0,5272817,56,23807,1,HDT228,1,676,20251224,36.95,11320664,101933,MATRIX NETWORK INC
8888RTV,0,5282114,477,37386,46,ADTZWM8X,51,501,20251222,33.99,11275586,256963,ADEMCO INC
8888RTV,0,5774057,1,1,WD64PURZ,1,646,20251219,0,11310758,157079,CDW,DIRECT LLC
8888RTV,0,5272817,153,23804,1,ANVR16P24T,1,838,20251222,352.37,11313763,101933,MATRIX NETWORK INC
8888RTV,0,5282114,481,37387,48,MINI3MAGWHT,50,501,20251222,2.26,11275595,256963,ADEMCO INC
8888RTV,0,5282114,368,37405,1,6290W,2436,503,20251222,145.83,11290908,256963,ADEMCO INC
8888RTV,0,5770348,10,96,3,98935-003,8,503,20251219,83,11280129,198147,KWIKSET CORPORATION
8888RTV,0,5770345,54,4064,12,ADC-VC727P,70,503,20251219,131.49,11297842,220865,ALARM.COM INC
8888RTV,0,5282114,235,37382,17,5800PIR,33,503,20251222,50.01,11275511,256963,ADEMCO INC
8888RTV,0,5282114,149,37387,26,WLTP100,73,501,20251222,56.65,11275595,256963,ADEMCO INC
8888RTV,0,5770345,24,4099,3,ADC-AC-CARD-50H4-SO11,827,20251222,56.5,11300481,220865,ALARM.COM,INC
8888RTV,0,5770345,68,3729,3,ADC-CSVR2116P-1X12TB6,501,20251222,689,11256196,220865,ALARM.COM,INC
8888RTV,0,5773456,59,4344,1,QND-7012R,1,675,20251223,129.53,11315997,8996,ADI
8888RTV,0,5774082,1,1,82017,100,503,20251222,2.96,11317237,203219,UNIVERSAL,POWER GROUP INC
8888RTV,0,5770345,90,4139,3,ADC-AC-AERO-PWP2M-A,1,469,20251222,400,11306384,220865,ALARM.COM INC
8888RTV,0,5770345,15,4202,1,ADC-V724X,1,316,20251223,104.26,11313953,220865,ALARM.COM INC
8888RTV,0,5773456,153,4267,1,TC-TR6,1,815,20251223,43.29,11313379,8996,ADI
8888RTV,0,5770345,2,4100,1,ADC-AC-ET10,2,827,20251222,143.15,11300547,220865,ALARM.COM INC
8888RTV,0,5282114,483,37379,55,ADTCONVERT-2,510,503,20251222,41.2,11275450,256963,ADEMCO INC
8888RTV,0,5770415,27,624,1,QS1133-840,15,501,20251222,14.95,11297930,256872,"QOLSYS, INC"
8888RTV,0,5773456,426,4245,3,SBV-A14B,8,800,20251222,21.02,11313159,8996,ADI
8888RTV,0,5773456,162,4353,1,XRN-1620SB1-4TB,1,682,20251223,790.61,11317195,8996,ADI
8888RTV,0,5773456,362,4197,1,WM110,2,824,20251219,6.31,11310926,8996,ADI
8888RTV,0,5770462,13,2714,1,454652AWHA,1000,827,20251219,0.194196875,11300547,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770345,90,4099,4,ADC-AC-AERO-PWP2M-A,1,827,20251219,400,11300481,220865,ALARM.COM INC
8888RTV,0,5773456,231,4113,1,EEB2,1,180,20251222,84.28,11307466,8996,ADI
8888RTV,0,5770345,53,4066,5,ADC-VACC-MNT130,25,501,20251222,17.14,11297865,220865,ALARM.COM INC
8888RTV,0,5770345,10,4137,1,ADC-AC-X1100,1,469,20251222,330,11306368,220865,ALARM.COM INC
8888RTV,0,5282114,97,37387,27,SIXPIRA,4280,501,20251223,24.36,11275595,256963,ADEMCO INC
8888RTV,0,5282114,334,37387,1,958,309,501,20251223,14.68,11275595,256963,ADEMCO INC
8888RTV,0,5773456,426,4385,3,SBV-A14B,5,829,20251223,21.02,11317390,8996,ADI
8888RTV,0,5770457,22,1279,1,3350PMSMV,100,316,20251224,2.06,11315424,7092,HID GLOBAL
8888RTV,0,5770462,13,2795,1,454652AWHA,1000,678,20251224,0.194196875,11319903,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,162,4459,1,XRN-1620SB1-4TB,1,573,20251224,790.61,11320295,8996,ADI
8888RTV,0,5282114,483,37394,1,ADTCONVERT-2,1820,501,20251224,41.2,11281831,256963,ADEMCO INC
8888RTV,0,5770426,33,1424,1,B-ACS300-E-B,1,817,20251219,480.11,11309889,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770457,36,1245,2,20KTKS-02-000000,1,835,20251219,281.24,11304536,7092,HID GLOBAL
8888RTV,0,5770414,35,515,1,2GIG-PIR1-345,24,503,20251222,21.75,11246615,32657,NICE NORTH AMERICA
8888RTV,0,5752082,226,4828,1,WG-50781101,4,685,20251223,109.74,11315897,8996,ADI
8888RTV,0,5770407,7,29,1,AL125ULP,178,503,20251219,107.85,11284150,9029,ALTRONIX CORP
8888RTV,0,5774065,1,1,27BA45U-B,1,713,20251222,0,11314031,157079,CDW,DIRECT LLC
8888RTV,0,5773958,4,1,MHSEV5,200,503,20251223,115,11283628,226431,MOBILEHELP,LLC
8888RTV,0,5770342,83,1346,1,LEF-3L,1,573,20251224,188.7,11317756,8620,AIPHONE CORPORATION
8888RTV,0,5773456,257,4178,1,DS-7604NI-Q1/4P-2TB,1,818,20251219,186.75,11310760,8996,ADI
8888RTV,0,5752082,242,4830,1,WG-50881108,4,357,20251224,188.12,11315942,8996,ADI
8888RTV,0,5396030,40,1,SSS5R0-29-WH,500000,503,20251222  0,222178,SERCOMM CORP,,,
8888RTV,0,5773456,279,4164,2,ANV-L7012R,6,232,20251219,57.64,11309580,8996,ADI
8888RTV,0,5773456,176,4232,1,XRN-420S-2TB,1,826,20251219,293.72,11313029,8996,ADI
8888RTV,0,5770345,10,4181,2,ADC-AC-X1100,1,459,20251219,330,11311056,220865,ALARM.COM INC
8888RTV,0,5770345,10,4133,3,ADC-AC-X1100,1,459,20251219,330,11306073,220865,ALARM.COM INC
8888RTV,0,5770457,37,1245,1,20NKS-02-000000,1,835,20251219,156.85,11304536,7092,HID GLOBAL
8888RTV,0,5773456,43,4217,1,XRN-820S-4TB,1,812,20251219,572.87,11311546,8996,ADI
8888RTV,0,5770345,90,4120,2,ADC-AC-AERO-PWP2M-A,1,816,20251219,400,11302982,220865,ALARM.COM INC
8888RTV,0,5770345,75,4047,1,ADC-VACC-729-JB,3,650,20251222,12.5,11295082,220865,ALARM.COM INC
8888RTV,0,5773456,91,3807,3,ANO-L7012R,1,180,20251222,57.64,11296646,8996,ADI
8888RTV,0,5770457,17,1270,2,20NKS-00-000000,1,831,20251222,178.48,11313901,7092,HID GLOBAL
8888RTV,0,5770457,22,1255,1,3350PMSMV,100,817,20251222,2.06,11309889,7092,HID GLOBAL
8888RTV,0,5770342,63,1344,3,JP-4HD,1,357,20251222,807.5,11315912,8620,AIPHONE CORPORATION
8888RTV,0,5773456,416,4392,1,ANE-L7012L,4,838,20251223,88.43,11317490,8996,ADI
8888RTV,0,5770345,74,4205,4,ADC-AC-X100,1,573,20251224,269,11315208,220865,ALARM.COM INC
8888RTV,0,5770462,30,2785,1,741802PL-L,3000,781,20251224,0.1446875,11317223,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5615672,45,1126,8,PG9303BR,1152,503,20251224,26.97,11309664,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5770345,24,3859,3,ADC-AC-CARD-50H4-SO11,824,20251219,56.5,11273296,220865,ALARM.COM,INC
8888RTV,0,5773456,416,4177,2,ANE-L7012L,6,646,20251219,88.43,11310758,8996,ADI
8888RTV,0,5770462,23,2746,1,710548EWTA,9500,834,20251219,0.139926786,11309295,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770345,2,4133,2,ADC-AC-ET10,3,459,20251219,143.15,11306073,220865,ALARM.COM INC
8888RTV,0,5770345,2,4121,1,ADC-AC-ET10,1,469,20251219,143.15,11303015,220865,ALARM.COM INC
8888RTV,0,5773408,5,19,1,RE524XC,24,503,20251219,48.25,11309203,243019,ALULA LLC
8888RTV,0,5770426,33,1455,1,B-ACS300-E-B,1,674,20251222,480.11,11315833,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,70,4128,5,ADC-VC729P,10,501,20251222,189,11304474,220865,ALARM.COM INC
8888RTV,0,5770457,37,1271,1,20NKS-02-000000,1,817,20251223,156.85,11313926,7092,HID GLOBAL
8888RTV,0,5773456,415,4230,2,XRN-1620SB1-8TB,1,827,20251223,947.82,11312132,8996,ADI
8888RTV,0,5773456,139,4267,2,HDMICP10,1,815,20251223,15.37,11313379,8996,ADI
8888RTV,0,5770457,4,1237,1,1326LMSMV,100,888,20251219,1.96,11302600,7092,HID GLOBAL
8888RTV,0,5770345,2,4131,1,ADC-AC-ET10,3,693,20251219,143.15,11304766,220865,ALARM.COM INC
8888RTV,0,5770462,2,2738,1,493494,3000,676,20251219,0.1300625,11306671,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770345,19,4153,1,ADC-VDB750-TH,1,821,20251219,99,11307705,220865,ALARM.COM INC
8888RTV,0,5773456,96,3656,1,DS-01-W,40,501,20251219,4.95,11291081,8996,ADI
8888RTV,0,5282114,483,37385,47,ADTCONVERT-2,240,501,20251222,41.2,11275565,256963,ADEMCO INC
8888RTV,0,5770345,74,4168,3,ADC-AC-X100,1,837,20251222,269,11309259,220865,ALARM.COM INC
8888RTV,0,5773456,299,4338,1,WMS,6,603,20251222,13.41,11315847,8996,ADI
8888RTV,0,5770426,5,1422,1,B-ACS6000-MBE,1,274,20251222,886.83,11309233,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770426,33,1447,1,B-ACS300-E-B,1,469,20251222,480.11,11314151,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,54,4127,3,ADC-VC727P,90,503,20251222,131.49,11304473,220865,ALARM.COM INC
8888RTV,0,5282114,268,37387,2,5869,35,501,20251222,51.54,11275595,256963,ADEMCO INC
8888RTV,0,5770342,65,1344,4,JP-8Z,1,357,20251222,150.45,11315912,8620,AIPHONE CORPORATION
8888RTV,0,5773456,174,4332,2,0E-CAT5RWH,5,669,20251223,109.99,11315767,8996,ADI
8888RTV,0,5770345,19,4227,1,ADC-VDB750-TH,1,821,20251223,99,11318325,220865,ALARM.COM INC
8888RTV,0,5773456,332,4226,1,PB-EXIT,1,612,20251224,66.85,11311846,8996,ADI
8888RTV,0,5773456,320,4282,1,CAT5RJ45J,6,685,20251219,32.51,11313833,8996,ADI
8888RTV,0,5773456,49,4222,1,HCO-7070RA,1,713,20251219,108.08,11311705,8996,ADI
8888RTV,0,5770345,2,3926,1,ADC-AC-ET10,2,238,20251219,143.15,11280224,220865,ALARM.COM INC
8888RTV,0,5773456,257,4256,1,DS-7604NI-Q1/4P-2TB,1,588,20251219,186.75,11313175,8996,ADI
8888RTV,0,5282114,293,37382,25,6160V,12,503,20251222,94.2,11275511,256963,ADEMCO INC
8888RTV,0,5282114,332,37382,11,951WG-WH,10,503,20251222,1.98,11275511,256963,ADEMCO INC
8888RTV,0,5773456,404,4241,5,ANV-L7082R,1,816,20251222,85.15,11313148,8996,ADI
8888RTV,0,5773034,5,193,2,YRD410ZW3-BSP,2304,503,20251222,89.35,11292808,266418,MASTER LOCK COMPANY LLC
8888RTV,0,5770345,90,4168,4,ADC-AC-AERO-PWP2M-A,1,837,20251222,400,11309259,220865,ALARM.COM INC
8888RTV,0,5770462,1,2763,1,487343,2000,238,20251223,0.082628571,11313238,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,132,3178,1,DS-7616NI-Q2/16P-4TB1,816,20251223  339.33,11274226,8996,ADI,,
8888RTV,0,5770345,19,4210,1,ADC-VDB750-TH,1,821,20251223,99,11315773,220865,ALARM.COM INC
8888RTV,0,5770345,15,4228,1,ADC-V724X,1,690,20251223,104.26,11318424,220865,ALARM.COM INC
8888RTV,0,5770348,9,96,2,98935-002,9,503,20251219,83,11280129,198147,KWIKSET CORPORATION
8888RTV,0,5770345,24,4133,5,ADC-AC-CARD-50H4-SO11,459,20251219,56.5,11306073,220865,ALARM.COM,INC
8888RTV,0,5770415,27,625,1,QS1133-840,38,503,20251222,14.95,11297931,256872,"QOLSYS, INC"
8888RTV,0,5615672,4,1121,10,PG9HRDW8,36,501,20251223,105.3,11309018,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5770426,33,1460,1,B-ACS300-E-B,1,831,20251223,480.11,11319946,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,24,4173,3,ADC-AC-CARD-50H4-SO11,650,20251223,56.5,11309573,220865,ALARM.COM,INC
8888RTV,0,5773456,392,4095,1,CB130T,5,573,20251223,8.68,11306801,8996,ADI
8888RTV,0,5273154,50,15392,1,82015,400,503,20251223,2.72,11313610,203219,UNIVERSAL POWER GROUP INC
8888RTV,0,5272817,167,23803,1,AHVR1622T,1,829,20251219,256.78,11310752,101933,MATRIX NETWORK INC
8888RTV,0,5773456,432,4405,3,ARN-1610S-4TB,1,377,20251224,464.63,11317678,8996,ADI
8888RTV,0,5773034,4,190,1,YRD410ZW3-619,768,503,20251222,89.35,11280116,266418,MASTER LOCK COMPANY LLC
8888RTV,0,5770347,1,343,1,EN-BR304P-0,1,676,20251219,434.25,11306304,242767,EAGLE EYE NETWORKS INC
8888RTV,0,5615672,21,1125,2,SCW-BATTERY,20,501,20251223,23.24,11309647,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5282114,478,37382,53,300-10342E,914,503,20251222,14.05,11275511,256963,ADEMCO INC
8888RTV,0,5770415,57,629,1,IQP4BASE-GRY,1,723,20251223,68.09,11306789,256872,"QOLSYS, INC"
8888RTV,0,5773456,392,3421,1,CB130T,5,813,20251219,8.68,11282493,8996,ADI
8888RTV,0,5773456,279,4187,2,ANV-L7012R,28,675,20251219,57.64,11310925,8996,ADI
8888RTV,0,5282114,95,37387,24,SIXGBA,4392,501,20251222,36.26,11275595,256963,ADEMCO INC
8888RTV,0,5282114,48,37387,17,K10145WHGN-1,12,501,20251222,6.4,11275595,256963,ADEMCO INC
8888RTV,0,5770415,22,625,5,IQP4STAND-WH,5,503,20251222,4.92,11297931,256872,"QOLSYS, INC"
8888RTV,0,5770462,1,2775,1,487343,5000,469,20251222,0.082628571,11315358,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5282114,483,37374,15,ADTCONVERT-2,51,503,20251222,41.2,11271636,256963,ADEMCO INC
8888RTV,0,5770345,24,4186,3,ADC-AC-CARD-50H4-SO11,459,20251223,56.5,11311398,220865,ALARM.COM,INC
8888RTV,0,5773456,176,4341,2,XRN-420S-2TB,3,685,20251223,293.72,11315897,8996,ADI
8888RTV,0,5773456,43,4368,1,XRN-820S-4TB,1,752,20251224,572.87,11317336,8996,ADI
8888RTV,0,5773456,392,3374,2,CB130T,6,342,20251224,8.68,11281664,8996,ADI
8888RTV,0,5773456,393,4460,1,ARN-810S-2TB,6,752,20251224,277.95,11320329,8996,ADI
8888RTV,0,5770345,10,4131,2,ADC-AC-X1100,1,693,20251219,330,11304766,220865,ALARM.COM INC
8888RTV,0,5773456,404,4198,1,ANV-L7082R,8,867,20251219,85.15,11310917,8996,ADI
